relid,release_date,title,url,system_name,deploying_body,application_domain,lifecycle_stage,technology_type,beneficiary_scale,budget_mentioned,use_case_given,mention_type,confidence,evidence_quote
292000,2026-07-27,Digital India BHASHINI Division Conducts Multilingual AI Workshop for Haryana Vidhan Sabha to Advance Language-First Legislative Governance,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292000,BHASHINI,"Digital India BHASHINI Division (DIBD), Ministry of Electronics and Information Technology (MeitY)",governance/admin,working,"NLP / machine translation (ASR, NMT, TTS, OCR language AI suite)",powers over 800 government websites; processes over 20 million AI inferences daily,none,1,Talk,0.85,"Today, BHASHINI powers over 800 government websites, has enabled more than 8 billion cumulative AI inferences, processes over 20 million AI inferences daily, and supports 36 Indian text languages, 23 Indian voice languages and 35 international languages, making Digital Public Infrastructure more accessible through Language AI."
292013,2026-07-27,"Ministry of Earth Sciences Celebrates 20th Foundation Day, Highlighting Two Decades of Scientific Excellence and National Service",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292013,WINGS Mobile Application,"National Centre for Medium Range Weather Forecasting (NCMRWF), Ministry of Earth Sciences",environment/weather,working,predictive model (AI/ML weather prediction),not described,none,1,Talk,0.65,"WINGS Mobile Application: A unified mobile platform providing numerical weather prediction, AI/ML predictions, and real-time mesoscale analysis."
292013,2026-07-27,"Ministry of Earth Sciences Celebrates 20th Foundation Day, Highlighting Two Decades of Scientific Excellence and National Service",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292013,Sagar Prahari App,"National Centre for Coastal Research (NCCR), Ministry of Earth Sciences",environment/weather,working,computer vision (automatic marine litter identification),not described,none,1,Talk,0.65,"Sagar Prahari App: An AI-enabled, citizen-centric mobile application for geo-tagging beach cleanups and automatically identifying marine litter."
292016,2026-07-28,India Leads the Wilderness in Tiger Conservation,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292016,CaTRAT (Camera Trap Data Repository and Analysis Tool),"National Tiger Conservation Authority (NTCA), Ministry of Environment, Forest and Climate Change",environment/weather,working,computer vision (image classification),not described,none,1,Talk,0.65,The Camera Trap Data Repository and Analysis Tool (CaTRAT) automatically classify camera trap images by species.
292016,2026-07-28,India Leads the Wilderness in Tiger Conservation,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292016,ExtractCompare,"National Tiger Conservation Authority (NTCA), Ministry of Environment, Forest and Climate Change",environment/weather,working,computer vision (individual identification via pattern matching),not described,none,1,Talk,0.65,ExtractCompare identifies individual tigers using their unique stripe patterns.
292039,2026-07-28,CFCFRMS 2.0 PLATFORM,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292039,CERT-In AI-driven situational awareness system,CERT-In (Indian Computer Emergency Response Team),policing/security,working,threat/anomaly detection (AI-driven),not described,none,1,AI system,0.7,AI driven situational awareness systems are deployed by CERT-In to detect malicious domains and phishing activities for necessary mitigation.
292150,2026-07-28,Strengthening AYUSH through evidence based research,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292150,AI-powered chatbots and virtual assistants (Ayush Grid),Ministry of Ayush,health,working,chatbot / virtual assistant,not described,none,1,AI system,0.8,"Further, the Ministry of Ayush has deployed AI-powered chatbots and virtual assistants in MAISP portal, Yoga Portal, eLMS portal, Ayush research Portal, e- Charak and Ayush Nivesh Saarthi under the Ayush Grid initiative to strengthen traditional medicine systems and improve citizen-centric services."
292157,2026-07-29,"NeGP Strengthens Last-Mile Governance through Common Service Centres and District e-Governance Societies, Delivering Transparent, Efficient and Citizen-Centric Digital Services Across the Country",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292157,AI-based Segmentation Module (SPECTA platform),CSC e-Governance Service India Limited,governance/admin,working,machine learning classification/LLM,not described,none,1,AI system,0.85,"The module leverages Artificial Intelligence (AI), Machine Learning (ML) and Large Language Models (LLMs) to rank Village Level Entrepreneurs (VLEs) based on service delivery and transaction patterns and to categorize CSC services into appropriate business segments"
292178,2026-07-29,INTEGRATED FLOOD EMERGENCY MANAGEMENT IN THE GANGA BASIN,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292178,unnamed,India Meteorological Department (IMD) and Central Water Commission (CWC),environment/weather,working,predictive model,not described,none,1,AI system,0.75,"India Meteorological Department (IMD) and Central Water Commission (CWC) monitor various parameters based on Artificial Intelligence & Machine Learning Models to forecast rain and likely floods, including flash flood in different parts of the County for facilitating preventive actions by functionaries responsible for disaster management and taking preventive actions, alerting general public, etc."
292187,2026-07-29,"IndiaAI Mission Advances AI-Driven Governance and Public Service Delivery through Collaborative Roadmaps, Innovation Challenges and Capacity Building",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292187,IndiaAI Face Authentication Challenge system,Union Public Service Commission (UPSC),governance/admin,trial,facial recognition,not described,none,1,Policy,0.7,"The IndiaAI Face Authentication Challenge aims to enhance the integrity of public examinations through AI-enabled de-duplication and one-to-many photo verification. Two teams have been selected for deployment at the Union Public Service Commission (UPSC), and deployment has commenced."
292187,2026-07-29,"IndiaAI Mission Advances AI-Driven Governance and Public Service Delivery through Collaborative Roadmaps, Innovation Challenges and Capacity Building",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292187,IndiaAI Intelligent Document Processing (IDP) system,Union Public Service Commission (UPSC),governance/admin,trial,document processing/NLP,not described,none,1,Policy,0.7,"The IndiaAI Intelligent Document Processing (IDP) Challenge aims to automate extraction, classification, validation, and structuring of information from complex multilingual documents. Two shortlisted teams are being deployed at UPSC, and implementation is underway."
292187,2026-07-29,"IndiaAI Mission Advances AI-Driven Governance and Public Service Delivery through Collaborative Roadmaps, Innovation Challenges and Capacity Building",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292187,CyberGuard AI cybercrime classification solution,Indian Cyber Crime Coordination Centre (I4C),policing/security,working,classification model/NLP,not described,none,1,Policy,0.7,"The IndiaAI I4C CyberGuard AI Hackathon, conducted in collaboration with the Indian Cyber Crime Coordination Centre (I4C), developed AI solutions for classification of cybercrime complaints and identification of emerging crime patterns on the National Cyber Crime Reporting Portal (NCRP). The shortlisted solution has been integrated with I4C systems."
292187,2026-07-29,"IndiaAI Mission Advances AI-Driven Governance and Public Service Delivery through Collaborative Roadmaps, Innovation Challenges and Capacity Building",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292187,PMJAY Auto Adjudication AI framework,National Health Authority (NHA),health,trial,predictive model,not described,none,1,Policy,0.7,"The PMJAY Auto Adjudication Hackathon, in collaboration with the National Health Authority (NHA), supports the development of AI-based adjudication frameworks for PMJAY claims, resulting in multiple prototypes and pilot deployments."
292187,2026-07-29,"IndiaAI Mission Advances AI-Driven Governance and Public Service Delivery through Collaborative Roadmaps, Innovation Challenges and Capacity Building",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292187,CDSCO-IndiaAI regulatory automation system,Central Drugs Standard Control Organisation (CDSCO),health,announced,NLP/document automation,not described,none,1,Policy,0.7,"The CDSCO–IndiaAI Health Innovation Acceleration Hackathon, organised with the Central Drugs Standard Control Organisation (CDSCO), focuses on AI-driven automation of regulatory workflows, including document summarisation, anonymisation, and inspection reporting. Prototype development and deployment are planned."
292258,2026-07-29,Promotion of Mother Tongue-based Education,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292258,unnamed,National Council of Educational Research and Training (NCERT),education,working,machine translation/NLP,not described,none,1,Policy,0.65,"NCERT has translated Navchetna, New Criminal Laws, Chandrayan modules into several Indian languages using AI-enabled translation technologies, making them widely accessible through digital platforms."
292261,2026-07-29,Implementation of PM SHRI scheme,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292261,DIKSHA,Ministry of Education / NCERT,education,working,personalized learning/recommendation system,not described,none,1,Training,0.8,"The platform incorporates personalised and AI-enabled learning support and currently hosts more than 350 live courses, including about 59 courses on Artificial Intelligence and Digital Learning, thereby supporting continuous professional development of teachers and promoting AI-enabled teaching-learning practices."
292268,2026-07-29,Union Health Minister Shri Jagat Prakash Nadda calls upon MPs from West Bengal to lead Jan Andolan for TB Elimination,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292268,AI-enabled handheld X-ray units,National Health Mission / Ministry of Health and Family Welfare,health,working,computer vision,"nearly 3,000 units nationwide",none,1,Talk,0.7,"she highlighted that molecular testing capacity has expanded from a few hundred machines a decade ago to more than 9,000 today, complemented by nearly 3,000 AI-enabled handheld X-ray units developed through indigenous innovation to ensure timely diagnosis across the country."
292300,2026-07-30,PARLIAMNENT QUESTION: STRENGTHENING CLIMATE MONITORING AND WEATHER FORECASTING SYSTEMS,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292300,"Pangu Weather, FourCastNet, GraphCast (AI global weather models)",Ministry of Earth Sciences (MoES) / India Meteorological Department,environment/weather,working,predictive model,not described,none,1,AI system,0.85,"Currently, three AI-based global models (e.g., Pangu Weather, FourCastNet, GraphCast) are regularly operational to provide guidance to the forecaster to predict severe weather."
292300,2026-07-30,PARLIAMNENT QUESTION: STRENGTHENING CLIMATE MONITORING AND WEATHER FORECASTING SYSTEMS,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292300,Nowcasting tool,MoES-institutions,environment/weather,working,predictive model,not described,none,1,AI system,0.85,"Artificial Intelligence (AI) and Machine Learning (ML) applications and tools have been developed indigenously by weather scientists of the MoES-institutions for various aspects of monitoring and observational processing, such as the Nowcasting tool and downscaled urban forecasting."
292302,2026-07-30,PARLIAMENT QUESTION: BRAHMAPUTRA FLOOD FORECASTING AND CLIMATE RESILIENCE MISSION,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292302,unnamed,Central Water Commission (CWC),environment/weather,working,predictive model,"12 Level Forecast stations, 8 in the Brahmaputra basin",none,1,AI system,0.8,"At present, CWC has developed Artificial Intelligence/Machine Learning (AI/ML)-based models for 12 Level Forecast stations (for short-range forecasts), of which 8 are in the Brahmaputra basin in Assam."
292302,2026-07-30,PARLIAMENT QUESTION: BRAHMAPUTRA FLOOD FORECASTING AND CLIMATE RESILIENCE MISSION,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292302,unnamed,India Meteorological Department (IMD),environment/weather,working,predictive model,not described,none,1,AI system,0.8,"India Meteorological Department (IMD), under the Ministry, utilizes an array of numerical weather prediction models, including 6 physical models and 3 artificial intelligence-based models."
292307,2026-07-30,"Government Strengthens Cyber Resilience Against AI-Enabled Cyber Threats through AI-Driven Detection, Vulnerability Assessment and Threat Intelligence",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292307,AI-driven situational awareness system,Indian Computer Emergency Response Team (CERT-In),policing/security,working,anomaly/threat detection model,not described,none,1,AI system,0.85,AI-driven situational awareness systems are deployed by the Indian Computer Emergency Response Team (CERT-In) to detect malicious domains and phishing activities for necessary mitigation.
292307,2026-07-30,"Government Strengthens Cyber Resilience Against AI-Enabled Cyber Threats through AI-Driven Detection, Vulnerability Assessment and Threat Intelligence",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292307,AI-enabled vulnerability assessment tool,Indian Computer Emergency Response Team (CERT-In),policing/security,working,vulnerability assessment model,not described,none,1,AI system,0.85,CERT-In has extended AI-enabled vulnerability assessment for public-facing digital assets in a sandbox environment to detect and mitigate vulnerabilities.
292314,2026-07-30,"Government Strengthens Framework to Counter AI-Generated Deepfakes through Legal Safeguards, Platform Accountability and Citizen Protection",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292314,Gyan Bharatam Web Portal (with Gyan Mitram and BharatiyaGPT),Government of India (Gyan Bharatam Mission),other,working,LLM/OCR/NLP (manuscript AI),not described,none,1,Policy,0.75,"Gyan Bharatam Web Portal uses AI (Artificial Intelligence) -enabled technologies, including Large Language Script Models (LLSM), Optical Character Recognition (OCR), Handwritten Text Recognition (HTR), script recognition, semantic search and machine-assisted translation, to provide intelligent access to India’s manuscript heritage."
292333,2026-07-30,PARLIAMENT QUESTION: BIOTECHNOLOGY AND AI BASED RESEARCH,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292333,AI for Ultrasound (AI for USG),"Department of Biotechnology, in collaboration with Bill & Melinda Gates Foundation (Grand Challenges India)",health,trial,computer vision,multiple clinical sites in India,none,1,Research,0.65,"Under Grand Challenges India, the AI for USG programme is developing multi-site validations for AI-enabled ultrasound solutions targeting maternal and fetal health. By leveraging clinical datasets and research platforms from the Garbh-Ini programme, this initiative has successfully validated AI-based models across multiple clinical sites in India."
292342,2026-07-30,Promotion of Digital Technologies in Water Resources Management,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292342,Ganga Knowledge Portal (GyanGanga),National Mission for Clean Ganga (NMCG),environment/weather,working,not described,not described,none,1,AI system,0.55,"Ganga Knowledge Portal (www.gyanganga.ai): An Al-enabled knowledge repository providing access to research publications, technical reports, river maps, datasets and decision-support resources related to water resource management;"
292347,2026-07-30,PARLIAMENT QUESTION: REFORMS IN UPSC AND SSC,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292347,unnamed,Union Public Service Commission (UPSC),governance/admin,working,not described,not described,none,1,Talk,0.6,"The reforms include a Modular Online Application Portal to simplify application process, AI-based verification of Civil Services Examination attempts, face authentication to prevent impersonation and release of provisional answer keys with a structured representation mechanism."
292387,2026-07-30,"Rajya Sabha Passes Public Examinations (Prevention of Unfair Means) Amendment Bill, 2026 by Voice Vote",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292387,unnamed,"National Testing Agency / public examination agencies (UPSC, SSC, NTA)",education,working,facial recognition,not described,none,1,Talk,0.55,"He said 35 of the committee's 46 recommendations have already been implemented, including Aadhaar-based biometric authentication, AI-enabled face authentication, multi-layer frisking, CCTV surveillance, signal jammers, State and district coordination committees, grievance redressal mechanisms and restructuring of the National Testing Agency."
292405,2026-07-31,AI-based tool Legal Research Analysis Assistant (LegRAA) has been developed by the Artificial Intelligence Division of NIC and Centre of Excellence for eCourts,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292405,Legal Research Analysis Assistant (LegRAA),"eCommittee, Supreme Court of India / NIC Centre of Excellence for eCourts",justice/legal,trial,AI research/document analysis tool (NLP),not described,none,1,AI system,0.9,"an AI-based tool Legal Research Analysis Assistant (LegRAA) has been developed by the Artificial Intelligence Division of NIC and the Centre of Excellence for eCourts (CoEE), NIC to assist Hon'ble Judges in legal research and document analysis."
292405,2026-07-31,AI-based tool Legal Research Analysis Assistant (LegRAA) has been developed by the Artificial Intelligence Division of NIC and Centre of Excellence for eCourts,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292405,Digital Courts 2.1,"eCommittee, Supreme Court of India / NIC Centre of Excellence for eCourts",justice/legal,trial,speech-to-text / translation (NLP),not described,none,1,AI system,0.9,It provides a single-window interface for case-related information and incorporates AI-enabled features such as voice-to-text transcription and translation to assist Hon'ble Judges and Judicial Officers in dictation of orders and judgments.
292486,2026-08-01,"Cabinet approves 'Samudra Manthan' - National Offshore Exploration Scheme with an outlay of ?84,084 crore",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292486,unnamed,Ministry of Petroleum & Natural Gas (National Data Repository),other,announced,not described,not described,"₹4,000 crore",0,Policy,0.65,NDR data re-processing and AI tools implementation
292488,2026-08-01,Naxal-Free India,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292488,unnamed,"Ministry of Home Affairs / security forces (CRPF, DRG, CoBRA)",policing/security,working,data analytics / surveillance analysis,not described,none,1,Talk,0.65,"Unmanned Aerial Vehicles (UAV), drones, satellite imagery, and AI-based data analysis enabled real-time monitoring and precise surveillance."
292577,2026-08-03,"Modernization of National Sample Surveys through adoption of digital platforms such as Computer Assisted Personal Interview (CAPI) integrated with e- sigma platform incorporating in-built validation checks, AI-enabled chatbot, and multilingual interfaces",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292577,e-Sigma platform AI-enabled chatbot,Ministry of Statistics and Programme Implementation (MoSPI),governance/admin,working,chatbot,not described,none,0,Talk,0.55,"A major focus has been the modernization of National Sample Surveys through the adoption of digital platforms such as Computer Assisted Personal Interview (CAPI) integrated with e- sigma platform incorporating in-built validation checks, AI-enabled chatbot, and multilingual interfaces etc."
292592,2026-08-03,DIGITAL TRANSFORMATION OF MUSEUMS AND CULTURAL INSTITUTIONS,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292592,unnamed,"Indian Museum, Kolkata (with IIT Kharagpur)",other,working,computer vision / AI-based restoration model,not described,none,1,AI system,0.6,"Indian Museum has joined hands with IIT, Kharagpur for the use of AI based restoration of archaeological artefacts for digital preservation of its collections."
292592,2026-08-03,DIGITAL TRANSFORMATION OF MUSEUMS AND CULTURAL INSTITUTIONS,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292592,unnamed,"Indian Museum, Kolkata",other,working,AI-based interactive / AR visitor-engagement tool,not described,none,1,AI system,0.6,"As a part of its modernisation, AI-based interactives and AR-based visitor engagement tools have been introduced to provide immersive gallery experience to the visitors."
292593,2026-08-03,"India achieves near-universal banking coverage, with 99.92% of inhabited villages now served by a banking outlet",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292593,MuleHunter,Reserve Bank of India (RBI),tax/finance,working,AI-based fraud/anomaly detection model,not described,none,1,AI system,0.8,RBI has launched an Artificial Intelligence (AI) based tool ‘MuleHunter’ for identification of money mule and advised the banks and financial institutions for its uses.
292593,2026-08-03,"India achieves near-universal banking coverage, with 99.92% of inhabited villages now served by a banking outlet",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292593,India Digital Payment Intelligence Corporation (IDPIC),Government of India / Reserve Bank of India,tax/finance,working,AI / Machine Learning / Big Data Analytics for fraud intelligence sharing,not described,none,1,AI system,0.8,"The government in consultation with the Reserve Bank of India has set up India Digital Payment Intelligence Corporation (IDPIC) to share real-time fraud intelligence and alerts to the banks and financial institutions by leveraging advanced technologies such as Artificial Intelligence, Machine Learning and Big Data Analytics."
292595,2026-08-03,The Making of a Sporting Nation,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292595,Khelo India Rising Talent Identification (KIRTI),Ministry of Youth Affairs and Sports,other,working,AI and data analytics for talent assessment,"174 Talent Assessment Centres across 3 States/UTs, 1,87,921 assessments completed",none,1,Talk,0.65,"It uses Talent Assessment Centres, standardised assessment protocols and advanced IT tools, including Artificial Intelligence and data analytics, to ensure transparent and merit-based selection."
292603,2026-08-03,Samudra Manthan – National Offshore Exploration Scheme,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292603,unnamed,National Data Repository (Directorate General of Hydrocarbons / Ministry of Petroleum and Natural Gas),other,announced,AI tools for seismic data reprocessing/interpretation,not described,"₹4,000 crore (NDR data re-processing and AI tools implementation)",1,Funding,0.55,Advanced technology and Artificial Intelligence will speed up processing and interpretation.
292607,2026-08-03,CSIR–CRRI Flags Off Indigenous Network Survey Vehicle for Urban Road Monitoring; Launches Field Survey for CAQM-Supported Standard Framework Project in Delhi NCR,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292607,Network Survey Vehicle (NSV),CSIR-Central Road Research Institute (CSIR-CRRI),transport,working,AI-enabled data analytics for pavement distress mapping,not described,none,1,AI system,0.65,"state-of-the-art technologies, including high-speed laser profiling, UHD imaging systems, GPS/GNSS positioning, automated pavement distress mapping and AI-enabled data analytics."
292654,2026-08-04,"Quarterly Highlights of Action Against Unsolicited Commercial Communications (UCC) For the period 1st April, 2026 to 30th June, 2026 (Q1 of FY 2026-27)",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292654,AI-Based Suspected Spam Flagging System,"Telecom Service Providers (TSPs), under DoT's regulated UCC framework",governance/admin,working,AI-based calling-pattern analytics for spam detection,22.99 billion calls and 1.44 billion SMS flagged as suspected spam in Q1 FY 2026-27,none,1,AI system,0.6,AI-based systems have been deployed by the Telecom Service providers (TSPs) to flag such suspected spam on the basis of calling pattern analysis.
292686,2026-08-04,"C-DAC and Geological Survey of India sign Umbrella MoU to Strengthen Geoscience, Mineral Exploration and Disaster Management through Next-Generation Technologies",https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292686,unnamed,C-DAC and Geological Survey of India (GSI),other,announced,AI + HPC for geophysical data processing / predictive modelling,not described,none,1,AI system,0.55,"The partnership envisages the use of Artificial Intelligence (AI) and HPC for processing large geophysical datasets, enabling high-resolution 3D subsurface mapping, predictive modelling for mineral targeting and cognitive processing of decades of unstructured geological records into a domain Large Language Model (LLM)."
292725,2026-08-05,NCS PORTAL,https://archive.pib.gov.in/archive2/PrintRelease.aspx?relid=292725,National Career Service (NCS) Portal,Ministry of Labour & Employment,welfare/benefits,working,AI-powered job matching / skill-gap analysis / recommendation / interview coach,"6.64 crore jobseekers registered since inception, 2.89 crore active jobseekers",none,1,AI system,0.6,"These upgrades include integration with various public and private job and skill portals, enhanced AI-powered features (including intelligent job matching, AI skill gap analysis, personalized job recommendations, AI interview coach, multilingual support through Bhasini, etc), cloud-based applications for jobseekers and employers, robust verification mechanisms, and the launch of a mobile application to improve accessibility and user experience."
